limone	0
	
330	2
gr	4
di	14
zucchero	0
a	1
velo	1
e	14
350	2
gr	4
di	14
fagioli	0
borlotti	1
	
coloranti	0
alimentari	1
in	6
gel	7
	
350	2
gr	4
di	14
fagioli	0
borlotti	1
	
200	2
gr	4
di	14
cotenna	8
di	14
maiale	0
	
1	2
cipolla	0
	
220	2
gr	4
di	14
passata	0
di	1
pomodoro	1
	
sale	0
	
pepe	0
o	14
o	14
peperoncino	12
	
olio	0
di	1
oliva	1
extravergine	1
	
salvia	0
	
1	2
kg	4
di	14
trippa	0
pulita	6
	
100	2
gr	4
di	14
parmigiano	0
grattugiato	6
	
220	2
gr	4
di	14
passata	0
di	1
pomodoro	1
	
200	2
gr	4
di	14
brodo	0
di	1
carne	1
	
1	2
cipolla	0
	
sale	0
	
pepe	0
	
olio	0
di	1
oliva	1
extravergine	1
	
1	2
rotolo	4
di 	14
pasta	0
sfoglia	1
rettangolare	6
	
2	2
patate	0
	
sale	0
	
origano	0
	
olio	0
di	1
oliva	1
extravergine	1
	
200	2
gr	4
di	14
farina	0
00	1
	
50	2
gr	4
di	14
farina	0
di	1
mandorle	1
	
100	2
gr	4
di	14
burro	0
	
100	2
gr	4
di	14
zucchero	0
a	1
velo	1
	
1	2
tuorlo	0
	
1	2
pizzico	4
di	14
sale	0
	
1/2	2
cucchiaino	4
di	14
essenza	0
di	1
vaniglia	1
	
100	2
gr	4
di	14
panna	0
fresca	6
	
130	2
gr	4
di	14
cioccolato	0
fondente	1
	
lamponi	0
	
codette	0
o	14
zuccherini	12
	
150	2
gr	4
di	14
farina	0
00	1
	
100	2
gr	4
di	14
 farina	0
0	1
	
50	2
gr	4
di	14
zucchero	0
	
40	2
ml	4
di	14
latte	0
	
5	2
gr	4
di	14
lievito	0
di	1
birra 	1
fresco	6
(	14
o	14
1	12
gr	13
di	13
quello	13
secco	13
)	14
	
2	2
uova	0
	
80	2
gr	4
d	13
burro	0
	
1	2
cucchiaio	4
di	14
miele	0
	
1	2
cucchiaino	4
di	14
essenza	0
di	1
vaniglia	1
	
1	2
pizzico	4
di	14
sale	0
	
1/2	2
limone	0
(	14
buccia	8
grattugiata	6
)	14
	
2	2
tuorli	0
e	14
una	2
bacinella	10
con	14
il	14
bianco	8
dell	14
'	14
uovo	0
	
20	2
gr	4
di	14
farina	0
00	1
	
100	2
gr	4
di	14
zucchero	0
	
200	2
ml	4
di	14
latte	0
	
1	2
bacca	4
di	14
vaniglia	0
	
granella	0
di	1
zucchero	1
per	6
decorare	7
	
225	2
gr	4
di	14
zucchero	0
	
3	2
uova	0
	
300	2
gr	4
di	14
farina	0
00	1
	
90	2
gr	4
di	14
latte	0
.	14
va	14
bene	14
anche	14
il	14
latte	12
di	13
soia	13
.	14
	
50	2
gr	4
di	14
olio	0
di	1
semi	1
e	14
1	2
pizzico	4
di	14
sale	0
	
1	2
bustina	4
di	14
lievito	0
per	1
dolci	1
	
1	2
arancia 	0
(	14
succo	8
e	14
buccia	8
)	14
	
1	2
bacca	4
di	14
vaniglia	0
	
zucchero	0
a	1
velo	1
(	14
per	6
decorare	7
)	14
	
cacao	0
amaro	1
(	14
per	6
decorare	7
)	14
	
300	2
gr	4
di	14
farina	0
integrale	1
, 	14
200	2
gr	4
di	14
farina	0
0	1
	
200	2
gr	4
di	14
farina	0
0	1
	
400	2
gr	4
di	14
acqua	0
	
1	2
gr	4
di	14
lievito	0
di	1
birra	1
secco	6
(	14
o	14
4	12
gr	13
di 	13
quello	13
fresco	13
)	14
	
1	2
cucchiai	4
di	14
olio	0
di	1
oliva	1
extravergine	1
	
2	2
cucchiaini	4
(	14
circa	12
10	13
g	13
) 	14
di	14
sale	0
	
1/2	2
cucchiaino	4
di	14
 zucchero	0
	
300	2
gr	4
di 	14
mozzarella	0
	
1	2
melanzana	0
	
1	2
zucchina	0
	
1	2
peperone	0
	
1	2
carota	0
	
5	2
-	3
6 	3
pomodorini	0
	
basilico	0
	
sale	0
,	14
pepe	0
,	14
origano	0
	
olio	0
di	1
oliva	1
extravergine	1
	
500	2
gr	4
di	14
farina	0
0	1
	
250	2
gr	4
di	14
mascarpone	0
	
4	2
gr	4
di	14
lievito	0
di	1
birra	1
secco	6
(	14
o	14
12 	12
gr	13
di	13
quello	13
fresco	13
)	14
	
150	2
ml	4
circa	14
di	14
acqua	0
	
25	2
gr	4
di	14
olio	0
di	1
oliva	1
extravergine	1
+	2
altro	3
per	3
condire	3
	
2	2
cucchiaini	4
di	14
sale	0
+	2
altro	3
per 	3
condire	3
	
160	2
gr	4
di	14
spaghetti	0
	
200	2
gr	4
di	14
polpa	0
di	1
pomodoro	1
	
3	2
zucchine	0
tritate	6
	
2	2
mestoli	4
di	14
acqua	0
	
2	2
spicchio	4
di	14
aglio	0
	
1	2
peperoncino	0
	
sale	0
	
olio	0
di	1
oliva	1
extravergine	1
	
400	2
gr	4
di	14
carne	0
macinata	1
di	1
manzo	1
	
1	2
uovo	0
	
30	2
gr	4
di	14
parmigiano	0
grattugiato	6
	
30	2
gr	4
di	14
 pane	0
	
1	2
cucchiaio	4
di	14
sale	0
	
1	2
uovo	0
	
pangrattato	0
o	14
cracker	12
grattuggiati	13
	
olio	0
di	1
semi	1
per	6
cuocere	7
	
4	2
uova	0
	
100	2
gr	4
di	14
feta	0
	
2	2
cucchiai	4
di	14
parmigiano	0
	
50	2
gr	4
di	14
pomodorini	0
	
2	2
cucchiai	4
di	14
olive	0
nere	1
denocciolate	6
	
1	2
cucchiaio	4
capperi	0
dissalati	1
	
sale	0
	
1	2
scarola	0
iccia	1
	
20	2
pomodorini	0
	
100	2
gr	4
di	14
pecorino	0
	
100	2
gr	4
di	14
olive	0
nere	1
denocciolate	6
	
1	2
cucchiaio	4
di	14
capperi	0
dissalati	1
	
100	2
gr	4
d	14
pane	0
vecchio	1
	
sale	0
	
olio	0
di	1
oliva	1
extravergine	1
	
300	2
gr	4
di	14
farina	0
00	1
	
1	2
tuorlo	0
	
50	2
gr	4
di	14
zucchero	0
+	2
altro	3
per	3
cospargere	3
la	3
sfoglia	3
	
1	2
cucchiaino	4
di	14
essenza	0
di	1
vaniglia	1
	
120	2
gr	4
di	14
mascarpone	0
	
100	2
ml	4
di	14
latte	0
+	2
altro	3
per	3
spennellare	3
	
2	2
gr	4
di	14
lievito	0
di	1
birra	1
secco	6
(	14
o	14
6	12
gr	13
di	13
lievito	13
di	13
birra	13
fresco	13
)	14
	
granella	0
di	1
zucchero	1
per	6
decorare	7
	
550	2
ml	4
di	14
latte	0
oppure	14
500	12
ml	13
di	13
yogurt	13
	
500	2
gr	4
di	14
farina	0
00	1
	
sale	0
	
500	2
gr	4
di	14
farina	0
0	1
	
400	2
gr	4
di	14
acqua	0
	
1	2
gr	4
di	14
lievito	0
d	1
birra	1
fresco	6
	
8	2
gr	4
di	14
sale	0
	
15	2
gr	4
di	14
olio	0
di	1
oliva	1
extravergine	1
+	2
altro	3
per	3
spennellare	3
	
1	2
cucchiaino	4
d	14
zucchero	0
	
800	2
gr	4
di	14
patate	0
	
1	2
uovo	0
	
200	2
gr	4
di	14
provola	0
	
50	2
gr	4
di	14
parmigiano	0
	
burro	0
e	14
olio	0
quanto	2
basta	3
	
pangrattato	0
	
sale	0
	
pepe	0
	
3	2
tuorli	0
	
100	2
gr 	4
di	14
zucchero	0
	
3	2
cucchiai	4
di	14
cointreau	0
	
250	2
gr	4
di	14
formaggio	0
philadelphia	1
	
150	2
gr	4
di	14
biscotti	0
	
80	2
gr	4
di	14
burro	0
	
cacao	0
per	6
decorare	7
	
150	2
gr	4
di	14
farina	0
di	1
ceci	1
	
350	2
ml	4
di	14
acqua	0
frizzante	1
	
8	2
gr	4
di	14
olio	0
di	1
oliva	1
extravergine	1
	
2	2
gr	4
di	14
sale	0
	
olio	0
di	1
oliva	1
extravergine	1
	
6	2
uova	0
	
180	2
gr	4
d	14
zucchero	0
	
180	2
gr	4
di	14
farina	0
00	1
(	14
o	14
farina	12
0	13
)	14
	
1	2
bustina	4
di	14
lievito	0
per	6
dolci	7
e	14
300	2
gr	4
di	14
nutella	0
	
1	2
cucchiaino	4
di	14
essenza	0
di	1
vaniglia	1
	
1	2
lt	4
di	14
panna	0
per	6
dolci	7
	
300	2
gr	4
di	14
nutella	0
	
colorante	0
alimentare	1
fuxia	1
	
8	2
fette	4
spesse	5
di	14
prosciutto	0
cotto	1
	
200	2
gr	4
di	14
fontina	0
	
150	2
gr	4
di	14
pomodor	0
secchi	1
	
basilico	0
	
500	2
gr	4
di	14
pomodori	0
maturi	6
	
1/2 	2
spicchio	4
di	14
aglio	0
o	14
2	12
spicchi	13
di	13
cipolla	13
	
100	2
gr	4
di	14
pane	0
raffermo	1
e	14
1	2
uovo	0
	
40	2
ml	4
di	14
olio	0
di	1
oliva	1
extravergine	1
	
sale	0
	
1	2
uovo	0
	
1	2
fetta	4
di	14
prosciutto	0
crudo	1
	
500	2
gr	4
di	14
yogurt	0
greco	1
	
200	2
ml	4
di	14
panna	0
per	6
dolci	7
	
2	2
albumi	0
	
150	2
gr	4
di	14
zucchero	0
	
8	2
gr	4
di	14
colla	0
di	1
pesce	1
	
4	2
cucchiai	4
di	14
miele	0
	
150	2
gr	4
di	14
biscotti	0
secchi	6
alla	6
panna	7
	
2	2
cucchia	4
di	14
latte	0
	
buccia	8
grattugiata	6
di	14
limone	0
	
frutta	0
fresca	6
a	14
scelta	14
	
250	2
gr	4
di	14
lasagne	0
fresche	6
all'	6
'	7
uovo	7
	
250	2
gr	4
di	14
ricotta	0
	
150	2
ml	4
di	14
latte	0
	
500	2
gr	4
di	14
pomodorini	0
	
50	2
gr	4
di	14
parmigiano	0
	
300	2
gr	4
di	14
mozzarella	0
	
basilico	0
	
olio	0
di	1
oliva	1
extravergine	1
	
sale	0
	
2	2
melanzane	0
	
170	2
gr	4
di	14
pasta	0
corta	1
	
200	2
gr	4
di	14
scamorza	0
	
50	2
gr	4
di	14
parmigiano	0
	
1	2
spicchio	4
di	14
aglio	0
	
olio	0
di	1
oliva	1
extravergine	1
	
sale	0
	
200	2
ml	4
di	14
passata	0
di	1
pomodoro	1
	
basilico	0
	
800	2
gr	4
di	14
patate	0
	
2	2
peperoni	0
(	1
rosso	1
e	1
giallo	1
)	1
	
cipolla	0
d	1
tropea	1
e	14
3	2
spicchi	4
di	14
aglio	0
	
100	2
gr	4
di	14
olive	0
nere	1
	
sale	0
	
pepe	0
	
basilico	0
	
olio	0
di	1
oliva	1
extravergine	1
	
500	2
gr	4
di	14
melone	0
(	14
polpa	8
)	14
	
250	2
ml	4
di	14
panna	0
per	6
dolci	7
	
3	2
cucchiai	4
di	14
miele	0
	
500	2
gr	4
di	14
sarde	0
	
150	2
gr	4
di	14
finocchietto	0
selvatico	1
	
320	2
gr	4
di	14
pasta	0
(	1
bucatini	1
)	1
	
30	2
gr	4
di	14
uvetta	0
	
30	2
gr	4
di	14
pinoli	0
	
2	2
filetti	4
di	14
acciughe	0
	
1	2
cipollotto	0
e	14
800	2
gr	4
di	14
zucca	0
	
1/2	2
bustina	4
di	14
zafferano	0
in	6
polvere	7
	
olio	0
di	1
oliva	1
extravergine	1
	
sale	0
	
pepe	0
	
800	2
gr	4
di	14
zucca	0
	
aglio	0
liofilizzato	1
	
rosmarino	0
	
sale	0
	
pepe	0
	
olio	0
di	1
oliva	1
	
16	2
bocconcini	4
di	14
scamorza	0
affumicata	1
	
1	2
peperone	0
rosso	1
	
16	2
fette	4
di	14
pancetta	0
tesa	1
	
1	2
peperone	0
	
20	2
gr	4
di	14
pinoli	0
	
25	2
gr	4
di	14
mandorle	0
	
40	2
gr	4
di	14
pecorino	0
oppure	14
40	12
g	13
di	13
grana	13
	
basilico	0
	
sale	0
	
olio	0
di	1
oliva	1
	
220	2
gr	4
di	14
riso	0
	
8	2
fichi	0
	
100	2
gr	4
di	14
gorgonzola	0
	
1/2	2
cipolla	0
	
500	2
ml	4
di	14
brodo	0
vegetale	1
	
parmigiano	0
	
vino	0
bianco	1
	
olio	0
	
sale	0
	
pepe	0
	
250	2
gr	4
di	14
uova	0
(	14
circa	12
5	13
)	14
	
175	2
gr	4
di	14
zucchero	0
	
150	2
gr	4
di	14
farina	0
00	1
	
50	2
gr	4
di	14
fecola	0
	
1	2
cucchiaino	4
di	14
essenza	0
di	1
vaniglia	1
	
250	2
ml	4
di	14
caffè	0
espresso	1
	
100	2
gr	4
di	14
zucchero	0
	
200	2
gr	4
di	14
savoiardi	0
	
cacao	0
amaro	1
in	6
bustina	7
o	14
a	12
scaglie	13
	
175	2
gr	4
di	14
tuorli	0
(	14
circa	12
10	13
)	14
	
essenza	0
di	1
vaniglia	1
	
340	2
gr	4
di	14
zucchero	0
	
100	2
ml	4
di	14
acqua	0
	
500	2
ml	4
di	14
panna	0
fresca	6
	
500	2
gr	4
di	14
mascarpone	0
	
340	2
gr	4
di	14
zucchero	0
	
100	2
ml	4
di	14
acqua	0
gassata	1
o	14
naturale	12
	
175	2
gr	4
di	14
tuorli	0
(	14
circa	12
10	13
)	14
	
essenza	0
di	1
vaniglia	1
	
500	2
ml	4
di	14
panna	0
fresca	6
;	14
500	2
gr	4
di	14
mascarpone	0
	
500	2
gr	4
di	14
mascarpone	0
	
1,5	2
kg	4
di	14
fichi	0
d	1
'	1
india	1
(	14
circa	14
1	2
kg	4
di	14
polpa	8
)	14
	
500	2
gr	4
di	14
zucchero	0
	
1	2
limone	0
	
2	2
pesche	0
bianche	1
(	14
100	2
ml	4
di	14
succo	8
)	14
	
200	2
ml	4
di	14
prosecco	0
	
1	2
mango	0
(	14
circa	14
250	2
g	4
di	14
polpa	8
)	14
	
50	2
ml	4
di	14
acqua	0
	
8	2
gr	4
di	14
colla	0
di	1
pesce	1
	
60	2
gr	4
di	14
zucchero	0
	
150	2
gr	4
di	14
yogurt	0
alla	1
vaniglia	1
e	14
60	2
gr	4
di	14
zucchero	0
	
200	2
gr	4
di	14
panna	0
per	6
dolci	7
	
1	2
cucchiaino	4
di	14
essenza	0
di	1
vaniglia	1
	
5	2
kg	4
di	14
pomodori	0
san	1
marzano	1
maturi	6
	
basilico	0
fresco	6
q.b.	2
	
1	2
rotolo	4
di	14
pasta	0
sfoglia	1
	
1	2
kg	4
di	14
cozze	0
	
150	2
gr	4
di	14
pomodorini	0
	
1	2
spicchio	4
di	14
aglio	0
	
olio	0
di	1
oliva	1
	
prezzemolo	0
	
sale	0
	
300	2
gr	4
di	14
farina	0
0	1
	
60	2
gr	4
di	14
parmigiano	0
grattugiato	6
	
8	2
gr	4
di	14
lievito	0
di	1
birra	1
	
1/2	2
cucchiaino	4
di	14
malto	0
	
160	2
gr	4
di	14
acqua	0
	
20	2
gr	4
di	14
strutto	0
	
4	2
gr	4
di	14
sale	0
	
pepe	0
	
olio	0
di	1
oliva	1
	
parmigiano	0
	
4	2
fette	4
di	14
pane	0
per	6
tramezzini	7
	
3 	2
cucchiai	4
di	14
maionese	0
	
50	2
gr	4
di	14
prosciutto	0
cotto	1
	
80	2
gr	4
di	14
funghi	0
	
80	2
gr	4
di	14
philadelphia	0
	
50	2
gr	4
di	14
speck	0
	
30	2
g	4
di	14
rucola	0
	
300	2
gr	4
di	14
paccheri	0
	
300	2
gr	4
di	14
patate	0
	
70	2
gr	4
di	14
pecorino	0
	
200	2
gr 	4
di	14
calamari	0
	
1	2
spicchio	4
di	14
aglio	0
	
olio	0
di	1
oliva	1
e	14
2	2
cucchiai	4
di	14
sale	0
	
sale	0
	
pepe	0
	
prezzemolo	0
o	14
menta	0
	
130	2
gr	4
di	14
riso	0
	
2	2
uova	0
(	14
1	14
+	14
1	14
)	14
	
prezzemolo	0
e	14
basilico	0
	
1	2
noce	4
di	14
burro	0
	
1/2	2
bustina	4
di	14
zafferano	0
	
25	2
gr	4
di	14
parmigiano	0
	
80	2
gr	4
di	14
fior	0
di	1
latte	1
	
sale	0
	
50	2
gr	4
di	14
pangrattato	0
	
olio	0
di	1
semi	1
	
250	2
ml	4
di	14
latte	0
	
1	2
tazzina	4
di	14
caffè	0
ristretto	6
	
2	2
cucchiai	4
di	14
zucchero	0
	
2	2
gocce 	4
di	14
essenza	0
di	1
vaniglia	1
	
1	2
cucchiaino	4
di	14
pectina	0
	
10	2
cubetti	4
di	14
ghiaccio	0
	
panna	0
per	6
dolci	7
spray	6
	
cioccolato	0
	
200	2
ml	4
di	14
panna	0
fresca	6
	
50	2
gr	4
di	14
zucchero	0
a	1
velo	1
	
1	2
cucchiaino	4
di	14
caffè	0
solubile	1
	
30	2
gr	4
di	14
riso	0
soffiato	1
	
100	2
gr	4
circa	14
di	14
nutella	0
	
1	2
rotolo	4
di	14
pasta	0
sfoglia	1
	
12	2
pomodorini	0
	
100	2
gr	4
di	14
prosciutto	0
crudo	1
	
1	2
uovo	0
	
sale	0
	
pepe	0
	
basilico	0
2	2
foglie	4
 (	14
10	12
g	13
)	14
	
80	2
gr	4
di	14
fiocchi	0
di	1
soia	1
	
2	2
cucchiai	4
di	14
fiocchi	0
di	1
patate	1
	
1	2
carota	0
	
maggiorana	0
	
zenzero	0
	
aglio	0
liofilizzato	1
	
sale	0
	
pepe	0
	
farina	0
di	1
mais	1
	
olio	0
	
4	2
di	14
uova	0
(	14
tuorlo	8
e	14
albume	8
)	14
	
200	2
gr	4
di	14
zucchero	0
.	14
in	14
alternativa	14
stessa	2
quantità	3
di	14
miele	0
.	14
	
200	2
gr	4
di	14
farina	0
	
50	2
gr	4
di	14
cacao	0
amaro	1
	
100	2
gr	4
di	14
burro	0
	
100	2
gr	4
di	14
latte	0
	
1	2
bustina	4
di	14
lievito	0
per	6
dolci	7
	
1	2
cucchiaino	4
di	14
essenza	0
di	1
vaniglia	1
	
300	2
gr	4
di	14
ricotta	0
e	14
40	2
gr	4
di	14
rucola	0
	
100	2
gr	4
di	14
zucchero	0
a	1
velo	1
	
250	2
gr	4
di	14
panna	0
fresca	6
	
100	2
gr	4
di	14
gocce	0
di	1
cioccolato	1
	
20	2
gr	4
di	14
panna	0
per	6
dolci	7
	
500	2
gr	4
di	14
pasta	0
di	1
zucchero	1
d	6
vari	7
colori	7
tempo	14
di	14
preparazione	14
:	14
	
1/2 	2
melone	0
cantalupo	1
	
40	2
gr	4
di	14
rucola	0
	
200	2
gr	4
di	14
bocconcini	0
di	1
mozzarella	1
	
100	2
gr	4
di	14
prosciutto	0
crudo	1
	
sale	0
	
pepe	0
	
olio	0
	
250	2
gr	4
di	14
farina	0
00	1
	
1/2	2
cucchiaino	4
di	14
sale	0
	
125	2
gr	4
di	14
yogurt	0
bianco	1
o	14
ypgurt	12
greco	13
	
120	2
ml	4
latte	0
	
1	2
cucchiaio	4
di	14
coloranti	0
alimentari	1
fuxia	1
	
110	2
gr	4
di	14
burro	0
	
300	2
gr	4
di	14
zucchero	0
	
1	2
cucchiaino	4
di	14
essenza	0
di	1
vaniglia	1
	
2	2
uova	0
	
1	2
cucchiaino	4
di	14
bicarbonato	0
	
2	2
cucchiaini	4
di	14
aceto	0
	
240	2
gr	4
di	14
philadelphia	0
	
220	2
gr	4
di	14
ricotta	0
	
115	2
gr	4
di	14
zucchero	0
a	1
velo	1
vanigliato	1
	
300	2
ml	4
di	14
panna	0
per	6
dolci	7
	
1	2
cucchiaio	4
di	14
essenza	0
di	1
vaniglia	1
	
2	2
zucchine	0
o	14
2	12
melanzane	13
	
1	2
spicchio	4
di	14
aglio	0
	
1	2
peperoncino	0
	
20	2
gr	4
di	14
pinoli	0
	
menta	0
	
olio	0
	
sale	0
	
aceto	0
	
350	2
gr	4
di	14
farina	0
	
10	2
gr	4
di	14
lievito	0
di	1
birra	1
	
180	2
gr	4
di	14
acqua	0
	
2	2
cucchiaini	4
di	14
sale	0
	
150	2
gr	4
di	14
prosciutto	0
cotto	1
	
150	2
gr	4
di	14
mozzarella	0
	
olio	0
	
320	2
gr	4
di	14
pasta	0
	
1/2	2
 cipolla	0
	
250	2
gr	4
di	14
pomodorini	0
	
2	2
di	14
melanzane	0
	
1	2
spicchio	4
di	14
aglio	0
	
2	2
cucchiai	4
di	14
grana	0
	
50	2
ml	4
di	14
olio	0
	
basilico	0
	
sale	0
	
pepe	0
,	14
sale	0
,	14
prezzemolo	0
tritato	6
	
2	2
melanzane	0
	
1	2
spicchio	4
di	14
aglio	0
	
2	2
cucchiai	4
di	14
grana	0
	
30	2
ml	4
di	14
olio	0
	
basilico	0
	
sale	0
	
pepe	0
	
150	2
gr	4
di	14
merluzzo	0
(	14
filetto	8
)	14
	
1/2	2
limone	0
	
1	2
uovo	0
	
30	2
gr	4
di	14
farina	0
	
50	2
gr	4
di	14
pangrattato	0
	
sale	0
	
olio	0
	
10	2
gr	4
di	14
fiori	0
di	1
zucca	1
	
1	2
patata	0
	
80	2
gr	4
di	14
prosciutto	0
crudo	1
	
150	2
gr	4
di	14
scamorza	0
	
1	2
cucchiaio	4
di	14
parmigiano	0
	
1	2
uovo	0
	
maggiorana	0
	
sale	0
	
pepe	0
	
1	2
rotolo	4
di	14
pasta	0
sfoglia	1
	
250	2
ml	4
di	14
panna	0
per	6
dolci	7
	
200	2
gr	4
di	14
ciliegie	0
	
2	2
cucchiai	4
di	14
zucchero	0
	
1	2
cucchiaio	4
di	14
cherry	0
	
latte	0
q.b.	2
tempo	14
di	14
preparazione	14
:	14
	
100	2
gr	4
di	14
songino	0
	
1	2
avocado	0
(	14
10	12
gr	13
)	14
	
10	2
pomodorini	0
	
1	2
cetriolo	0
	
1/2	2
limone	0
	
sale	0
	
pepe	0
	
olio	0
	
360	2
gr	4
di	14
pasta	0
	
600	2
gr	4
di	14
zucchine	0
	
100	2
gr	4
di	14
pancetta	0
	
25	2
gr	4
di	14
parmigiano	0
	
1	2
cipollotto	0
	
pepe	0
	
sale	0
	
olio	0
	
320	2
gr	4
di	14
riso	0
(	14
va	14
bene	14
anche	14
la	14
pasta	12
)	14
	
150	2
gr	4
di	14
funghi	0
	
150	2
gr	4
di	14
piselli	0
e	14
25	2
gr	4
di	14
parmigiano	0
	
250	2
gr	4
di	14
frutti	0
di	1
mare	1
	
1	2
cipolla	0
(	14
o	14
2	12
spicchi	13
di	13
aglio	13
tritato	13
)	14
	
